@relation features-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute doesHaveLinks {False,True}
@attribute doesHaveSpammyWords {False,True}
@attribute lengthOfText numeric
@attribute numberOfSymbols numeric
@attribute numberOfWordsContainingLettersAndNumbers numeric
@attribute classlabel {ham,spam}

@data
False,False,157,9,0,ham
False,False,79,3,0,ham
False,False,40,0,0,ham
False,False,113,6,0,ham
False,False,30,2,0,ham
False,False,42,1,0,ham
False,False,41,2,0,ham
False,False,113,7,0,ham
False,True,137,7,1,spam
False,False,382,11,0,ham
False,False,87,2,0,ham
False,False,49,3,0,ham
False,False,27,1,0,ham
False,False,28,1,0,ham
False,False,26,1,0,ham
False,False,49,2,0,ham
False,False,39,1,0,ham
False,False,38,2,0,ham
False,False,31,0,0,ham
False,False,166,5,0,ham
False,False,154,7,1,spam
False,True,161,7,0,spam
False,False,25,1,0,ham
False,False,154,8,0,ham
False,False,22,0,0,ham
False,False,34,3,0,ham
False,False,45,3,0,ham
False,False,70,5,0,ham
False,False,77,0,0,ham
False,False,32,0,0,ham
False,False,50,0,0,ham
False,False,30,2,0,ham
False,False,114,4,0,ham
False,True,588,59,0,ham
False,False,114,3,0,ham
False,True,147,4,3,spam
False,False,114,4,0,ham
False,False,50,1,0,ham
False,False,141,18,0,ham
False,False,158,3,0,ham
False,False,56,2,0,ham
False,False,29,2,0,ham
False,False,39,3,0,ham
False,False,32,1,0,ham
False,False,37,1,0,ham
False,True,160,7,2,spam
False,False,63,2,1,ham
False,False,29,2,0,ham
False,False,48,0,0,ham
False,False,59,3,0,ham
False,False,29,1,0,ham
False,False,24,2,0,ham
False,False,31,2,0,ham
False,False,37,3,0,ham
False,False,193,4,0,ham
False,False,45,6,0,ham
False,False,154,8,0,ham
False,False,3,1,0,ham
False,False,32,1,0,ham
False,False,131,9,0,ham
False,False,52,0,0,ham
False,False,142,3,0,ham
False,False,104,0,0,ham
False,False,43,3,0,ham
False,True,152,6,0,spam
False,False,77,4,0,ham
False,False,105,6,0,ham
False,False,54,2,0,ham
False,False,108,6,0,ham
False,False,77,2,0,ham
False,False,42,0,0,ham
False,False,130,20,0,ham
False,False,42,4,0,ham
False,False,22,0,0,ham
False,False,30,3,0,ham
False,False,38,3,0,ham
False,False,54,10,0,ham
False,False,54,4,0,ham
False,False,66,3,0,ham
False,False,65,4,0,ham
False,False,93,6,0,ham
False,False,132,3,0,ham
False,True,160,8,3,spam
False,False,112,2,0,ham
False,False,163,13,1,spam
False,False,22,1,0,ham
False,False,68,1,0,ham
False,False,119,3,0,ham
False,False,58,2,0,ham
False,False,60,3,0,ham
False,False,54,4,0,ham
False,False,45,8,0,ham
False,False,66,5,0,ham
False,False,67,1,0,ham
False,False,77,6,0,ham
False,True,158,2,1,spam
False,False,76,6,0,ham
False,False,77,0,0,ham
False,False,175,5,0,ham
False,True,158,4,0,spam
False,False,81,11,0,ham
False,False,102,3,0,ham
False,False,39,2,0,ham
False,False,32,4,0,ham
False,False,30,0,0,ham
False,False,108,6,0,ham
False,False,141,11,0,ham
False,False,130,8,0,ham
False,False,58,3,0,ham
False,False,28,0,0,ham
False,False,77,3,0,ham
False,False,148,9,1,ham
False,False,88,2,0,ham
False,False,127,4,0,ham
False,False,110,2,0,ham
False,False,51,6,0,ham
False,False,30,2,0,ham
False,False,25,1,0,ham
False,False,96,8,0,ham
False,False,64,4,0,ham
False,False,23,1,0,ham
False,False,70,1,0,ham
False,False,181,9,1,spam
False,True,161,3,3,spam
False,False,31,3,0,ham
False,True,158,4,0,spam
False,False,113,2,0,ham
False,False,110,6,0,ham
False,False,36,1,0,ham
False,False,28,1,0,ham
False,False,23,2,0,ham
False,False,45,2,0,ham
False,False,54,1,0,ham
False,False,39,1,0,ham
False,False,154,8,0,ham
False,False,36,1,0,ham
False,False,155,4,2,spam
False,False,64,1,0,ham
False,False,36,5,0,ham
False,True,160,3,3,spam
False,False,71,4,0,ham
False,False,51,1,0,ham
False,False,123,6,0,spam
False,False,17,4,0,ham
False,False,33,0,1,spam
False,False,22,0,0,ham
False,False,26,1,0,ham
False,False,144,2,0,ham
False,False,63,5,1,ham
False,False,22,1,0,ham
False,False,89,2,0,ham
False,False,42,2,0,ham
False,False,28,4,0,ham
False,False,135,8,0,ham
False,False,78,15,0,ham
False,False,33,2,0,ham
False,False,29,2,0,ham
False,False,52,3,0,ham
False,False,29,0,0,ham
False,False,33,3,0,ham
False,False,23,2,0,ham
False,False,85,2,0,ham
False,False,101,2,0,ham
False,False,110,2,0,ham
False,False,27,0,0,ham
False,True,159,3,3,spam
False,False,58,3,1,ham
False,False,44,0,0,ham
False,False,26,5,0,ham
False,False,91,3,1,ham
False,False,48,2,0,spam
False,False,125,2,0,ham
False,False,183,6,0,spam
False,False,25,3,0,ham
False,False,69,1,0,ham
False,False,160,12,0,spam
False,False,76,3,0,ham
False,False,48,9,0,ham
False,False,28,0,0,ham
False,False,66,6,0,ham
False,False,127,2,1,ham
False,False,62,1,0,ham
False,False,26,2,0,ham
False,True,149,6,0,spam
False,False,164,4,0,spam
False,False,78,3,0,ham
False,True,151,7,0,spam
False,True,159,9,1,spam
False,False,114,9,0,spam
False,False,23,1,0,ham
False,False,85,1,0,ham
False,False,34,2,0,ham
False,False,41,3,0,ham
False,False,134,11,0,ham
False,False,25,2,0,ham
False,False,30,1,0,ham
False,False,45,2,0,ham
False,False,5,3,0,ham
False,False,23,1,0,ham
False,False,93,5,0,ham
False,False,7,1,0,ham
False,False,24,1,0,ham
False,False,129,11,0,ham
False,True,168,22,2,spam
False,False,45,4,0,ham
False,False,65,2,0,ham
False,False,48,5,0,ham
False,False,18,0,0,ham
False,False,24,1,0,ham
False,False,33,0,0,ham
False,False,25,1,0,ham
False,False,51,0,0,ham
False,False,94,4,0,ham
False,False,69,5,0,ham
False,False,25,1,0,ham
False,False,112,2,0,ham
False,False,51,3,0,ham
False,False,65,1,0,ham
False,False,160,6,1,spam
False,False,141,18,0,ham
False,False,7,3,0,ham
False,False,41,2,0,ham
False,False,67,5,0,ham
False,False,30,1,0,ham
False,False,37,0,0,ham
False,False,47,2,0,ham
False,False,36,0,0,ham
False,False,121,3,1,spam
False,False,29,2,0,ham
False,False,82,1,0,spam
False,False,36,6,0,ham
False,False,281,15,0,ham
False,False,27,3,0,ham
False,False,52,1,0,ham
False,False,66,1,0,ham
False,True,149,3,1,spam
False,False,121,5,0,ham
False,False,56,4,0,ham
False,False,92,3,1,ham
False,False,163,4,0,spam
False,False,66,0,0,ham
False,False,43,1,0,ham
False,True,158,3,1,spam
False,False,127,6,0,ham
False,False,43,1,0,ham
False,False,446,21,2,ham
False,False,108,6,0,ham
False,False,88,5,0,ham
False,False,103,6,0,ham
False,True,159,4,1,spam
False,False,24,3,0,ham
False,False,95,4,0,ham
False,False,74,3,0,ham
False,False,109,5,0,spam
False,False,158,10,0,ham
False,False,482,15,0,ham
False,False,53,2,0,ham
False,False,119,8,0,ham
False,False,31,0,0,ham
False,False,22,1,0,ham
False,False,22,2,0,ham
False,False,161,3,2,spam
False,False,38,5,0,ham
False,False,22,1,0,ham
False,False,89,5,0,ham
False,False,66,7,0,ham
False,False,191,7,0,ham
False,False,27,1,0,ham
False,False,67,3,0,ham
False,False,104,5,0,ham
False,False,96,10,0,ham
False,False,38,8,0,ham
False,False,40,4,0,ham
False,False,25,3,0,ham
False,False,24,1,0,ham
False,False,26,7,0,ham
False,False,39,3,0,ham
False,True,152,7,0,spam
False,False,54,9,0,ham
False,False,73,1,0,ham
False,False,80,1,0,ham
False,False,21,4,0,ham
False,False,53,5,0,ham
False,False,444,42,0,ham
False,False,41,0,0,ham
False,False,99,5,0,ham
False,False,36,10,0,ham
False,False,27,1,0,ham
False,False,158,13,0,spam
False,False,116,4,0,ham
False,False,24,1,0,ham
False,False,75,6,0,ham
False,False,47,2,0,ham
False,False,81,9,0,ham
False,False,115,7,0,ham
False,False,152,3,2,spam
False,False,52,6,0,ham
False,False,83,8,0,ham
False,False,41,1,0,ham
False,False,22,3,0,ham
False,False,46,3,0,ham
False,False,57,10,0,ham
False,False,159,6,0,spam
False,False,45,5,0,ham
False,False,67,4,0,ham
False,False,152,7,0,spam
False,False,26,0,0,ham
False,False,100,6,0,ham
False,False,53,7,0,ham
False,False,629,52,0,ham
False,False,235,9,1,ham
False,False,26,3,0,ham
False,False,114,0,1,ham
False,True,123,11,0,spam
False,False,45,4,0,ham
False,False,78,4,0,ham
False,False,51,3,0,ham
False,False,82,2,0,ham
False,False,28,0,0,ham
False,False,85,6,0,ham
False,False,46,3,0,ham
False,False,183,7,0,ham
False,False,22,2,0,ham
False,False,117,13,0,ham
False,False,28,7,0,ham
False,False,25,1,0,ham
False,False,23,3,0,ham
False,False,74,4,0,ham
False,False,50,4,0,ham
False,False,28,2,0,ham
False,False,44,2,0,ham
False,False,88,4,0,ham
False,False,25,2,0,ham
False,False,29,4,0,ham
False,False,39,3,0,ham
False,False,46,2,0,ham
False,False,64,3,0,ham
False,False,15,3,0,ham
False,False,126,8,0,ham
False,False,105,16,0,ham
False,False,49,3,0,ham
False,False,30,3,0,ham
False,False,23,4,0,ham
False,False,84,2,0,ham
False,False,67,3,0,ham
False,False,14,1,0,ham
False,False,68,9,0,ham
False,False,37,2,0,ham
False,False,163,8,0,spam
False,False,28,2,0,ham
False,False,84,8,0,ham
False,False,29,0,0,ham
False,False,22,0,0,ham
False,False,201,9,0,ham
False,False,137,4,0,ham
False,True,116,2,0,spam
False,True,169,7,3,spam
False,False,33,7,0,ham
False,False,101,4,0,ham
False,False,45,0,0,ham
False,False,124,3,0,ham
False,False,84,4,0,ham
False,False,42,0,0,ham
False,False,78,3,0,ham
False,False,70,2,0,ham
False,False,121,7,0,ham
False,False,81,7,0,ham
False,False,42,3,0,ham
False,False,245,6,0,ham
False,False,66,0,0,ham
False,False,139,2,0,ham
False,False,151,4,1,spam
False,False,167,16,0,ham
False,False,51,3,0,ham
False,False,55,7,0,ham
False,False,33,5,0,ham
False,False,36,0,0,ham
False,False,28,4,0,ham
False,False,306,15,0,ham
False,False,202,2,0,ham
False,False,160,10,0,ham
False,False,36,3,0,ham
False,False,20,1,0,ham
False,False,6,3,0,ham
False,False,5,3,0,ham
False,False,150,10,0,ham
False,False,76,8,0,ham
False,False,19,2,0,ham
False,False,153,7,0,ham
False,True,158,5,0,spam
False,False,45,5,0,ham
False,False,54,2,0,ham
False,False,22,4,0,ham
False,False,22,2,0,ham
False,False,67,4,0,ham
False,False,42,3,0,ham
False,False,179,4,0,ham
False,False,22,2,0,ham
False,False,86,8,0,ham
False,False,22,2,0,ham
False,False,101,5,0,spam
False,False,163,15,0,ham
False,False,46,1,0,ham
False,False,158,7,0,ham
False,False,32,6,0,ham
False,False,71,2,0,ham
False,False,34,1,0,ham
False,False,104,2,0,ham
False,False,9,3,0,ham
False,False,95,4,0,ham
False,False,29,2,0,ham
False,False,155,5,0,ham
False,False,24,0,0,ham
False,False,41,4,0,ham
False,False,106,1,1,ham
False,False,32,3,0,ham
False,False,112,3,0,ham
False,False,47,4,0,ham
False,False,30,2,0,ham
False,False,30,0,0,ham
False,False,289,19,0,ham
False,False,80,0,0,ham
False,False,70,3,0,ham
False,False,101,10,0,spam
False,False,122,2,0,ham
False,False,59,3,0,ham
False,False,58,8,0,ham
False,False,23,4,0,ham
False,False,27,2,0,ham
False,False,39,1,0,ham
False,False,31,4,0,ham
False,True,156,8,0,spam
False,False,66,5,0,ham
False,False,70,1,0,spam
False,False,65,1,0,ham
False,False,95,7,0,ham
False,False,32,1,0,ham
False,False,23,0,0,ham
False,False,36,3,0,ham
False,False,55,8,0,ham
False,False,140,11,0,ham
False,False,144,7,0,ham
False,False,30,1,0,ham
False,False,28,0,0,ham
False,False,83,4,0,ham
False,False,40,1,0,ham
False,False,32,1,0,ham
False,False,81,3,0,ham
False,False,116,1,0,ham
False,True,160,9,2,spam
False,False,153,2,3,spam
False,False,36,1,0,ham
False,False,36,2,1,ham
False,False,37,2,0,ham
False,False,54,2,1,ham
False,False,46,6,0,ham
False,False,135,2,0,spam
False,False,65,3,0,ham
False,False,132,6,0,spam
False,False,37,2,0,ham
False,False,39,1,0,ham
False,False,44,0,0,ham
False,False,82,2,0,ham
False,False,23,1,0,ham
False,False,155,6,0,ham
False,False,153,9,0,spam
False,False,153,6,0,ham
False,False,44,3,0,ham
False,False,117,12,0,ham
False,False,55,3,0,ham
False,False,132,4,0,ham
False,False,138,5,0,spam
False,False,109,11,0,ham
False,False,65,9,0,ham
False,False,16,6,0,ham
False,False,50,3,0,ham
False,False,46,9,0,ham
False,False,4,0,0,ham
False,False,35,0,0,ham
False,False,97,5,0,ham
False,False,57,0,0,ham
False,False,134,7,0,ham
False,False,56,2,0,ham
False,False,62,7,0,ham
False,False,25,1,0,ham
False,False,38,2,0,ham
False,False,46,9,0,ham
False,True,158,6,1,spam
False,False,32,6,0,ham
False,False,49,2,0,ham
False,False,243,7,0,ham
False,False,42,7,1,ham
False,False,41,1,0,ham
False,False,51,1,0,ham
False,False,81,11,0,ham
False,False,173,6,0,spam
False,False,9,1,0,ham
False,False,136,6,0,ham
False,False,9,3,0,ham
False,False,25,2,0,ham
False,False,27,7,0,ham
False,False,108,7,1,spam
False,False,45,2,0,ham
False,False,115,3,0,ham
False,False,65,10,0,ham
False,False,139,7,0,ham
False,False,28,2,0,ham
False,True,155,8,3,spam
False,False,30,1,0,ham
False,False,53,3,0,ham
False,False,59,2,0,ham
False,False,44,2,0,ham
False,False,26,1,0,ham
False,False,85,2,0,ham
False,False,23,0,0,ham
False,False,27,0,0,ham
False,False,47,3,1,ham
False,True,148,6,3,spam
False,False,49,3,0,ham
False,False,126,5,0,ham
False,False,32,1,0,ham
False,False,22,2,0,ham
False,False,107,5,0,ham
False,False,46,9,0,ham
False,False,96,10,0,ham
False,False,157,3,0,ham
False,False,50,1,0,ham
False,False,63,3,0,ham
False,False,29,1,0,ham
False,False,87,7,0,ham
False,False,27,3,0,ham
False,False,33,2,0,ham
False,False,33,2,0,ham
False,False,27,6,0,ham
False,False,26,3,0,ham
False,False,5,3,0,ham
False,False,33,1,0,ham
False,False,34,1,0,ham
False,False,130,3,0,spam
False,True,165,6,4,spam
False,False,29,0,0,ham
False,False,30,1,0,ham
False,False,140,11,0,ham
False,False,34,6,0,ham
False,False,164,9,1,spam
False,True,130,0,0,spam
False,False,117,6,0,ham
False,False,45,8,0,ham
False,False,27,3,0,ham
False,False,153,10,0,ham
False,False,41,2,0,ham
False,False,136,22,0,ham
False,False,56,3,0,ham
False,False,64,2,0,ham
False,False,50,0,0,ham
False,False,136,14,0,spam
False,False,444,42,0,ham
False,False,27,4,0,ham
False,False,106,6,0,ham
False,False,66,6,0,ham
False,False,54,7,0,ham
False,True,159,5,1,spam
False,False,88,11,0,ham
False,False,4,0,0,ham
False,False,54,2,0,ham
False,True,56,8,0,ham
False,True,153,7,0,spam
False,False,27,1,0,ham
False,True,158,5,3,spam
False,False,95,4,0,ham
False,True,95,11,0,ham
False,False,52,1,0,ham
False,False,80,7,0,ham
False,False,63,1,0,ham
False,False,26,0,0,spam
False,False,73,1,0,ham
False,False,165,13,0,ham
False,False,169,9,0,ham
False,False,57,2,0,ham
False,False,56,4,0,ham
False,True,156,6,1,spam
False,False,113,1,0,ham
False,False,50,2,0,ham
False,False,160,5,2,spam
False,False,23,2,0,ham
False,False,24,1,0,ham
False,False,118,5,0,spam
False,False,179,11,0,ham
False,False,101,1,0,ham
False,False,54,7,0,ham
False,False,96,5,0,ham
False,False,59,8,0,ham
False,False,166,14,0,ham
False,False,14,4,0,ham
False,False,135,3,1,spam
False,False,46,2,0,ham
False,False,9,3,0,ham
False,False,46,4,0,ham
False,False,84,2,0,ham
False,False,71,4,0,ham
False,False,22,7,0,ham
False,False,44,2,0,ham
False,False,46,0,0,ham
False,False,35,1,0,ham
False,True,161,8,0,spam
False,False,167,6,1,spam
False,False,28,3,0,ham
False,False,53,1,0,ham
False,False,82,5,0,ham
False,False,28,2,0,ham
False,False,48,1,0,ham
False,False,29,1,0,ham
False,False,41,2,0,ham
False,False,99,2,0,ham
False,False,55,6,0,ham
False,False,22,0,0,ham
False,False,15,4,0,ham
False,False,158,13,0,spam
False,False,119,3,0,ham
False,False,154,3,0,ham
False,False,25,5,0,ham
False,False,31,3,0,ham
False,False,29,3,0,ham
False,False,28,2,0,ham
False,True,89,0,0,ham
False,False,56,4,0,ham
False,False,53,1,1,ham
False,False,37,2,0,ham
False,False,26,4,0,ham
False,False,129,2,0,ham
False,False,69,3,0,ham
False,False,21,1,0,ham
False,False,89,3,0,ham
False,False,37,0,0,ham
False,False,45,1,0,ham
False,False,102,14,0,ham
False,False,42,0,0,ham
False,False,63,3,0,ham
False,False,50,3,0,ham
False,False,163,15,0,ham
False,False,200,5,0,ham
False,False,41,0,0,ham
False,True,155,2,2,spam
False,False,38,2,0,ham
False,False,26,0,0,ham
False,False,141,3,1,spam
False,False,29,1,0,ham
False,False,16,1,0,ham
False,False,23,0,0,ham
False,False,124,1,0,spam
False,False,46,7,0,ham
False,False,31,1,0,ham
False,False,28,0,0,ham
False,False,118,4,0,ham
False,True,125,10,0,spam
False,False,29,3,0,ham
False,False,63,2,0,ham
False,False,106,3,0,ham
False,False,121,3,0,ham
False,False,44,3,0,ham
False,False,22,2,0,ham
False,False,22,0,0,ham
False,False,116,7,0,ham
False,False,78,4,0,ham
False,False,65,2,0,ham
False,False,43,4,0,ham
False,False,136,4,1,spam
False,False,219,15,0,ham
False,False,32,4,0,ham
False,False,69,5,0,ham
False,False,79,0,0,ham
False,False,149,3,0,ham
False,False,63,4,0,ham
False,False,155,13,0,ham
False,False,29,1,0,ham
False,False,145,5,0,ham
False,False,33,2,0,spam
False,False,22,4,0,ham
False,False,32,1,0,ham
False,False,10,1,0,ham
False,True,158,4,0,spam
False,False,61,4,0,ham
False,False,57,2,0,ham
False,False,36,0,0,ham
False,False,52,1,0,ham
False,False,163,15,0,ham
False,False,133,4,0,ham
False,False,55,3,0,ham
False,False,57,2,0,ham
False,False,68,4,0,ham
False,False,160,7,5,spam
False,False,123,12,0,ham
False,True,111,9,0,ham
False,False,141,3,0,spam
False,False,37,3,0,ham
False,False,152,2,0,spam
False,False,74,6,0,ham
False,False,47,4,0,ham
False,True,159,8,1,spam
False,False,9,3,0,ham
False,False,149,5,0,ham
False,False,44,1,0,ham
False,False,160,4,3,spam
False,False,23,0,0,ham
False,False,26,3,0,ham
False,False,35,2,0,ham
False,True,112,3,2,spam
False,False,29,1,0,ham
False,False,131,11,0,ham
False,False,28,3,0,ham
False,False,23,2,0,ham
False,False,52,0,0,ham
False,False,53,3,0,ham
False,False,131,26,0,ham
False,False,11,3,0,ham
False,False,27,4,0,ham
False,False,88,6,0,ham
False,False,166,7,1,ham
False,False,42,1,0,ham
False,False,32,1,0,ham
False,False,157,12,1,spam
False,True,588,59,0,ham
False,False,151,3,3,spam
False,False,74,5,0,ham
False,False,39,1,0,ham
False,False,26,1,0,ham
False,False,57,3,0,ham
False,False,56,8,0,ham
False,False,94,4,0,ham
False,False,276,19,0,ham
False,False,82,9,0,ham
False,False,160,1,1,ham
False,False,151,9,0,ham
False,False,60,0,0,ham
False,False,51,0,0,ham
False,False,52,0,0,spam
False,False,138,14,0,ham
False,False,104,3,0,ham
False,False,75,2,0,ham
False,False,29,2,0,ham
False,False,142,5,0,ham
False,False,40,6,0,ham
False,False,166,14,0,ham
False,False,152,4,3,spam
False,False,130,4,0,ham
False,False,15,1,0,ham
False,False,31,1,0,ham
False,False,52,2,0,ham
False,False,234,10,0,ham
False,False,50,2,0,ham
False,False,103,0,0,ham
False,False,140,4,3,spam
False,False,25,1,0,ham
False,False,156,9,0,spam
False,False,49,2,0,ham
False,False,47,2,0,ham
False,False,27,1,0,ham
False,False,77,5,0,ham
False,False,32,1,0,ham
False,False,34,2,0,ham
False,False,22,1,0,ham
False,False,95,4,0,ham
False,False,22,0,0,ham
False,False,54,5,0,ham
False,False,67,3,0,ham
False,False,73,6,0,ham
False,False,56,2,0,ham
False,False,32,7,0,ham
False,False,25,0,0,ham
False,False,163,9,1,spam
False,False,70,1,0,ham
False,False,43,1,0,ham
False,False,121,4,0,ham
False,False,55,6,0,ham
False,False,139,8,0,spam
False,False,130,4,0,ham
False,False,27,2,0,ham
False,False,141,0,0,ham
False,False,117,4,0,ham
False,False,109,25,0,ham
False,False,6,0,0,ham
False,False,142,3,0,ham
False,False,138,4,1,spam
False,False,46,1,0,ham
False,False,32,2,0,ham
False,False,89,7,0,ham
False,False,64,5,0,ham
False,False,148,4,0,spam
False,False,77,9,0,ham
False,False,47,1,0,ham
False,False,42,4,0,ham
False,False,29,8,0,ham
False,False,37,1,0,ham
False,False,90,3,0,ham
False,False,47,2,0,ham
False,False,33,3,0,ham
False,False,23,1,0,ham
False,False,67,3,0,ham
False,False,32,1,0,ham
False,False,31,1,0,ham
False,False,25,6,0,ham
False,False,11,3,0,ham
False,False,133,1,0,ham
False,False,33,3,0,ham
False,False,30,10,0,ham
False,False,183,42,0,ham
False,False,156,7,0,ham
False,False,47,3,0,ham
False,False,32,1,0,ham
False,False,135,10,0,ham
False,False,101,3,0,ham
False,False,59,4,0,ham
False,False,43,1,0,ham
False,False,48,2,0,spam
False,False,95,3,0,ham
False,False,142,8,0,ham
False,False,38,5,0,ham
False,False,100,2,0,spam
False,False,327,14,0,ham
False,False,29,3,0,ham
False,False,36,2,0,ham
False,False,87,4,0,ham
False,False,35,2,0,ham
False,False,62,7,0,ham
False,False,32,1,0,ham
False,False,24,3,0,ham
False,True,121,6,0,spam
False,False,112,4,0,ham
False,False,57,1,0,ham
False,False,26,0,0,ham
False,False,110,5,0,ham
False,True,147,6,0,spam
False,False,147,9,0,ham
False,False,32,1,0,ham
False,False,151,6,0,ham
False,False,42,4,0,ham
False,False,30,1,0,ham
False,False,135,3,0,spam
False,False,94,7,0,ham
False,False,28,4,0,ham
False,False,164,25,0,ham
False,False,38,5,0,ham
False,False,46,1,0,ham
False,False,23,0,0,ham
False,False,269,12,0,ham
False,False,65,2,0,ham
False,False,24,1,0,ham
False,False,42,2,0,ham
False,False,45,4,0,ham
False,False,54,0,0,ham
False,False,26,2,0,ham
False,False,60,7,0,ham
False,False,159,8,1,spam
False,False,141,7,0,ham
False,False,151,5,7,ham
False,False,35,3,0,ham
False,False,32,0,0,ham
False,False,143,3,1,ham
False,False,62,8,0,ham
False,True,108,2,0,spam
False,False,96,5,0,ham
False,False,30,1,0,ham
False,True,147,6,3,spam
False,False,126,7,0,ham
False,False,122,1,3,spam
False,False,41,8,0,ham
False,False,30,2,0,ham
False,False,157,3,0,ham
False,False,71,3,0,ham
False,False,112,1,0,ham
False,False,43,4,0,ham
False,False,14,0,1,ham
False,False,49,1,0,ham
False,False,47,0,0,ham
False,True,134,7,0,spam
False,False,42,3,0,ham
False,False,26,0,0,ham
False,True,112,3,2,spam
False,False,23,1,0,ham
False,False,30,1,0,ham
False,False,108,3,0,ham
False,False,166,9,0,spam
False,False,110,7,2,spam
False,False,119,16,0,ham
False,False,37,5,0,ham
False,False,75,4,0,ham
False,True,152,3,0,spam
False,False,46,2,0,ham
False,False,51,6,0,ham
False,False,461,27,0,ham
False,False,127,3,0,ham
False,False,44,1,0,ham
False,False,34,1,0,ham
False,False,72,2,0,ham
False,False,30,1,0,ham
False,False,27,0,0,ham
False,False,48,2,0,ham
False,False,90,1,0,ham
False,False,50,4,0,ham
False,False,47,2,0,ham
False,False,22,1,0,ham
False,False,41,1,0,ham
False,False,37,3,0,ham
False,False,173,5,0,ham
False,False,95,4,0,ham
False,False,69,9,0,ham
False,False,27,2,0,ham
False,False,47,8,0,ham
False,False,93,6,0,ham
False,False,32,5,0,ham
False,False,52,5,0,ham
False,False,63,2,0,ham
False,False,73,4,0,ham
False,False,295,15,0,ham
False,False,39,1,0,ham
False,False,120,5,0,ham
False,False,44,2,0,ham
False,False,169,3,1,ham
False,False,101,6,0,ham
False,False,32,2,0,ham
False,False,150,9,0,ham
False,False,40,6,0,ham
False,False,85,3,0,ham
False,False,2,0,0,ham
False,False,131,14,0,ham
False,False,49,4,0,ham
False,False,32,1,0,ham
False,False,29,1,0,ham
False,True,154,7,0,spam
False,False,24,1,0,ham
False,False,74,10,0,ham
True,True,141,9,0,spam
False,False,242,14,0,ham
False,False,40,6,0,ham
False,False,66,3,0,ham
False,False,25,2,0,ham
False,False,147,4,1,spam
False,False,26,2,0,ham
False,False,27,1,0,ham
False,True,121,3,0,spam
False,False,23,2,0,ham
False,False,38,0,0,ham
False,False,36,3,0,ham
False,False,55,2,0,ham
False,False,46,1,0,ham
False,False,22,4,0,ham
False,False,42,0,0,ham
False,False,35,3,0,ham
False,False,53,2,0,ham
False,False,112,4,0,ham
False,False,39,1,0,ham
False,False,38,0,0,ham
False,False,129,17,0,ham
False,False,67,6,0,ham
False,False,147,3,0,ham
False,False,61,2,0,ham
False,False,38,5,0,ham
False,False,82,2,0,ham
False,False,15,0,0,ham
False,False,153,12,0,ham
False,False,42,3,0,ham
False,False,155,21,0,ham
False,False,50,7,0,ham
False,False,52,3,0,ham
False,False,140,3,0,spam
False,False,54,4,0,ham
False,False,49,8,0,ham
False,False,67,5,0,ham
False,False,139,2,0,ham
False,False,110,7,0,ham
False,False,37,2,0,ham
False,False,40,1,0,ham
False,False,25,6,0,ham
False,False,113,6,0,ham
False,False,28,1,0,ham
False,False,48,0,0,ham
False,False,58,7,0,ham
False,False,66,6,0,ham
False,False,26,1,0,ham
False,False,297,12,0,ham
False,False,148,3,0,ham
False,False,149,6,0,ham
False,False,154,8,0,ham
False,False,112,3,1,spam
False,False,36,2,0,ham
False,False,35,2,0,ham
False,False,31,2,0,ham
False,False,70,3,0,ham
False,False,35,4,0,ham
False,False,35,2,0,ham
False,False,23,1,0,ham
False,False,76,1,0,ham
False,False,24,1,0,ham
False,False,41,3,0,ham
False,False,48,2,0,ham
False,True,143,6,0,spam
False,False,59,1,0,ham
False,False,53,2,0,ham
False,False,139,6,3,spam
False,False,19,1,0,ham
False,False,51,3,0,ham
False,False,122,1,0,ham
False,False,53,2,0,ham
False,False,22,2,0,ham
False,False,156,8,0,spam
False,False,155,6,0,ham
False,False,25,2,0,ham
False,False,39,2,0,ham
False,False,119,3,0,ham
False,False,104,3,0,ham
False,False,45,1,0,ham
False,False,18,1,0,ham
False,False,19,1,0,ham
False,True,144,2,1,spam
False,False,30,0,0,ham
False,False,91,4,0,ham
False,False,156,12,0,ham
False,False,45,2,0,ham
False,False,42,1,0,ham
False,False,36,4,0,ham
False,False,113,2,0,ham
False,False,143,6,1,ham
False,False,38,2,0,ham
False,False,43,3,0,ham
False,False,29,0,0,ham
False,False,145,6,1,spam
False,False,61,1,0,ham
False,True,160,3,3,spam
False,False,5,3,0,ham
False,False,33,2,0,ham
False,False,41,0,0,ham
False,False,60,1,0,ham
False,False,44,3,0,ham
False,False,32,1,0,ham
False,False,87,4,0,ham
False,False,66,2,0,ham
False,True,153,5,3,spam
False,False,148,7,0,ham
False,False,56,4,0,ham
False,False,101,3,3,spam
False,False,148,11,0,ham
False,False,55,1,0,ham
False,False,35,4,0,ham
False,False,31,2,0,ham
False,False,38,4,1,ham
False,False,59,1,0,ham
True,True,114,13,0,spam
False,False,27,2,0,ham
False,True,160,3,0,spam
False,False,59,4,0,ham
False,False,30,1,0,ham
False,False,33,7,0,ham
False,False,92,4,0,ham
False,False,59,3,0,ham
False,False,160,5,0,ham
False,False,130,22,0,ham
False,False,114,4,0,ham
False,False,52,2,0,ham
False,False,65,2,0,ham
False,False,59,6,0,ham
False,False,23,0,0,ham
False,True,153,7,2,spam
False,False,41,6,1,ham
False,False,141,2,0,ham
False,False,150,6,0,spam
